4	11	3845
4	39	40
4	37	155
4	32	219
4	35	161
4	27	140
4	19	449
4	23	125
4	34	55
4	21	345
4	15	106
4	28	254
4	9	220
4	36	300
4	16	395
4	33	701
4	31	124
4	47	328
4	42	252
4	25	120
4	29	1001
4	22	27
4	45	36
4	17	15
4	43	63
4	49	406
4	46	191
4	44	114
4	49	65
4	24	74
4	50	89
4	38	7
5	30	88
5	7	1331
5	8	3996
5	14	2839
5	16	6254
5	40	4629
5	17	6676
5	13	21629
5	32	2582
5	6	13174
5	20	1784
5	36	3146
5	37	422
5	29	3072
5	9	17921
5	31	2240
5	18	3628
5	41	2018
5	38	47
5	34	417
5	27	1101
5	11	3186
5	12	1406
5	10	7725
5	35	2132
5	26	757
5	43	795
5	39	694
5	21	3641
5	15	2238
5	44	1275
5	42	1252
5	28	5877
5	49	1187
5	45	212
5	25	2797
5	19	916
5	46	576
5	47	2764
5	33	3362
5	22	1371
5	23	21913
5	24	12531
5	48	6581
5	50	2844
6	7	513
6	8	7328
6	14	2490
6	16	5178
6	40	3119
6	17	249
6	18	4841
6	22	1117
6	13	3935
6	32	1953
6	9	1428
6	31	2507
6	27	10243
6	26	754
6	34	889
6	10	2015
6	20	1123
6	29	14877
6	37	2471
6	39	1103
6	38	178
6	21	2080
6	35	1054
6	44	1342
6	11	2329
6	41	10280
6	43	1284
6	19	9174
6	28	1996
6	36	7906
6	30	448
6	23	2728
6	15	2346
6	12	719
6	42	1246
6	25	4387
6	47	2312
6	45	352
6	33	2277
6	49	1327
6	46	2319
6	48	8683
6	24	1616
6	50	1866
7	8	937
7	14	1425
7	9	3002
7	19	207
7	31	1573
7	26	856
7	34	342
7	32	1716
7	27	85
7	18	634
7	10	152
7	29	679
7	43	46
7	11	137
7	12	79
7	13	171
7	40	197
7	20	1011
7	25	187
7	16	306
7	37	42
7	35	98
7	15	197
7	28	1049
7	17	829
7	30	23
7	36	100
7	21	25
7	44	46
7	39	103
7	45	22
7	33	224
7	23	161
7	41	40
7	24	114
7	22	70
7	50	869
7	42	32
7	47	123
7	48	107
7	38	9
7	46	96
7	49	9
8	14	1492
8	9	6432
8	35	1107
8	31	6633
8	37	1228
8	11	975
8	10	1078
8	20	1374
8	26	3099
8	42	631
8	36	17959
8	25	2017
8	17	4597
8	18	7262
8	12	167
8	28	3278
8	47	939
8	43	2214
8	29	24686
8	13	5374
8	30	36
8	40	1720
8	27	2313
8	44	1307
8	23	5641
8	24	1685
8	16	4169
8	21	955
8	19	544
8	41	4495
8	49	1602
8	32	5218
8	45	1068
8	22	914
8	39	1325
8	15	2253
8	34	2328
8	38	377
8	46	1621
8	33	2267
8	50	1442
8	48	4767
9	19	120
9	14	1189
9	25	1132
9	13	238
9	10	337
9	32	1283
9	29	423
9	31	1040
9	17	880
9	35	185
9	38	2
9	34	291
9	36	221
9	37	151
9	11	139
9	40	194
9	18	788
9	12	91
9	26	404
9	28	3232
9	20	657
9	24	10278
9	45	66
9	42	42
9	16	227
9	46	30
9	47	47
9	41	102
9	30	16
9	15	1160
9	27	410
9	23	17638
9	39	112
9	21	115
9	33	111
9	43	68
9	44	19
9	22	20
9	48	172
9	50	44
9	49	26
10	12	428
10	14	1464
10	11	1721
10	32	453
10	18	813
10	21	1617
10	13	1136
10	37	160
10	44	521
10	35	630
10	31	385
10	20	535
10	41	864
10	34	199
10	28	1009
10	24	851
10	26	221
10	43	322
10	29	506
10	16	1859
10	40	1683
10	27	393
10	39	191
10	15	391
10	19	133
10	46	49
10	17	23
10	30	9
10	38	15
10	45	24
10	22	91
10	49	234
10	42	361
10	33	1002
10	36	571
10	23	1449
10	47	950
10	48	1382
10	25	397
10	50	574
11	13	790
11	14	994
11	12	470
11	35	415
11	20	371
11	18	506
11	32	366
11	26	348
11	21	663
11	15	657
11	37	495
11	44	446
11	34	211
11	27	361
11	41	243
11	28	532
11	24	357
11	16	972
11	40	944
11	19	668
11	30	59
11	22	992
11	36	463
11	43	148
11	39	225
11	38	31
11	29	389
11	45	30
11	42	327
11	47	695
11	33	1008
11	23	487
11	31	272
11	25	122
11	49	209
11	48	1201
11	50	328
11	17	18
11	46	32
12	14	801
12	20	272
12	26	100
12	27	177
12	28	455
12	15	214
12	29	142
12	16	1199
12	40	978
12	32	341
12	30	103
12	44	306
12	47	613
12	21	639
12	19	50
12	41	263
12	35	470
12	37	137
12	39	82
12	43	131
12	31	193
12	33	171
12	34	51
12	13	607
12	18	236
12	23	413
12	25	72
12	42	273
12	36	124
12	45	44
12	24	115
12	17	28
12	22	25
12	50	331
12	48	1122
12	49	494
12	38	2
12	46	18
13	32	722
13	14	934
13	26	134
13	34	126
13	29	1928
13	38	26
13	31	294
13	35	536
13	17	43
13	37	154
13	44	805
13	23	11542
13	41	1399
13	21	1368
13	18	975
13	15	963
13	16	2803
13	28	3444
13	24	3949
13	20	410
13	36	1341
13	45	50
13	42	410
13	40	2165
13	46	372
13	47	936
13	27	437
13	43	481
13	33	1229
13	39	298
13	19	345
13	25	1074
13	50	562
13	22	162
13	49	392
13	48	1862
13	30	36
14	16	1792
14	19	166
14	32	1192
14	26	361
14	34	260
14	37	172
14	20	699
14	35	737
14	25	393
14	44	454
14	23	1514
14	41	800
14	39	226
14	27	1422
14	18	1136
14	17	858
14	36	878
14	43	374
14	29	398
14	45	41
14	28	4567
14	40	1471
14	21	1146
14	30	20
14	47	786
14	31	502
14	49	1523
14	15	723
14	33	790
14	22	207
14	50	333
14	24	1030
14	49	366
14	46	46
14	42	275
14	38	10
15	27	340
15	28	183
15	32	272
15	35	148
15	23	1013
15	24	713
15	29	498
15	36	399
15	17	4
15	37	63
15	31	83
15	46	189
15	18	268
15	42	236
15	45	112
15	33	425
15	40	462
15	47	370
15	39	60
15	34	65
15	21	203
15	26	60
15	38	16
15	30	25
15	43	72
15	22	67
15	25	659
15	44	136
15	16	641
15	19	66
15	20	79
15	50	109
15	41	143
15	49	238
15	48	1228
16	40	2547
16	20	1335
16	18	1889
16	29	9423
16	49	1402
16	22	549
16	26	191
16	44	5808
16	41	1738
16	42	1304
16	19	210
16	32	933
16	47	1580
16	50	1483
16	43	1260
16	37	469
16	39	410
16	34	279
16	27	3927
16	45	2443
16	17	221
16	36	8573
16	24	1838
16	49	2371
16	21	1002
16	28	1019
16	33	747
16	35	757
16	31	2526
16	30	43
16	25	1510
16	23	3400
16	38	53
16	46	2726
17	18	1746
17	26	385
17	37	2
17	19	27
17	20	575
17	29	1408
17	34	380
17	36	174
17	41	48
17	31	1592
17	39	63
17	45	190
17	32	1781
17	35	411
17	40	188
17	21	44
17	38	21
17	23	1177
17	44	103
17	22	175
17	28	420
17	30	8
17	25	518
17	47	88
17	27	212
17	46	28
17	50	122
17	49	544
17	33	178
17	43	118
17	42	36
17	49	164
17	24	495
18	34	1013
18	29	5806
18	20	1143
18	32	3781
18	36	2995
18	41	1919
18	26	932
18	22	2339
18	46	868
18	28	953
18	35	1505
18	31	5611
18	44	1275
18	30	7
18	39	2115
18	45	110
18	42	1123
18	43	536
18	27	1837
18	38	471
18	40	3326
18	21	1445
18	19	411
18	37	1220
18	47	1951
18	33	3396
18	23	2371
18	25	1647
18	50	1441
18	24	1618
18	49	1194
18	48	5542
19	20	420
19	22	198
19	29	3624
19	27	282
19	36	2157
19	30	40
19	44	121
19	37	142
19	35	108
19	39	189
19	38	11
19	42	123
19	40	271
19	41	355
19	26	90
19	34	85
19	32	131
19	28	95
19	21	94
19	31	212
19	47	162
19	50	89
19	23	148
19	33	708
19	48	2836
19	46	1631
19	43	68
19	45	586
19	49	131
19	25	162
19	24	97
20	21	491
20	39	241
20	40	655
20	26	259
20	34	307
20	45	77
20	35	258
20	32	558
20	29	2428
20	22	366
20	36	2742
20	37	153
20	27	459
20	30	18
20	28	412
20	47	425
20	42	240
20	33	327
20	25	294
20	44	441
20	38	29
20	48	1038
20	43	291
20	49	411
20	31	1359
20	50	156
20	41	387
20	23	300
20	24	126
20	46	415
21	29	745
21	34	92
21	28	727
21	26	98
21	33	595
21	47	501
21	48	2389
21	35	628
21	40	1196
21	36	456
21	31	309
21	44	366
21	32	318
21	41	333
21	39	197
21	23	900
21	25	221
21	37	126
21	49	931
21	42	297
21	45	53
21	22	132
21	50	623
21	30	5
21	43	446
21	27	310
21	24	525
21	38	39
21	46	138
22	46	1401
22	39	3218
22	26	311
22	42	960
22	29	7820
22	45	412
22	36	2826
22	34	824
22	43	1168
22	32	144
22	30	50
22	27	4279
22	47	923
22	40	1415
22	38	303
22	41	802
22	44	588
22	33	1868
22	25	489
22	28	254
22	37	128
22	35	287
22	31	718
22	49	710
22	48	3892
22	50	699
22	23	351
22	24	183
23	24	639
23	25	2078
23	32	485
23	29	427
23	38	12
23	34	48
23	36	313
23	35	169
23	31	85
23	26	24
23	37	41
23	41	150
23	28	3013
23	40	857
23	44	179
23	45	64
23	42	133
23	46	62
23	47	598
23	27	111
23	39	152
23	43	277
23	33	749
23	49	143
23	30	10
23	48	437
23	50	146
24	25	1415
24	29	172
24	36	191
24	32	379
24	35	134
24	37	34
24	31	33
24	26	17
24	34	32
24	28	489
24	45	28
24	40	449
24	46	9
24	47	239
24	38	1
24	44	109
24	27	53
24	39	63
24	43	108
24	42	56
24	41	100
24	33	346
24	49	171
24	30	5
24	50	112
24	48	351
25	32	445
25	29	1159
25	36	920
25	37	73
25	31	56
25	35	65
25	40	206
25	41	29
25	39	202
25	38	33
25	26	54
25	34	61
25	47	521
25	33	595
25	45	30
25	28	191
25	43	92
25	27	120
25	42	288
25	44	70
25	30	7
25	46	92
25	50	139
25	49	158
25	48	527
26	34	847
26	32	1370
26	29	7146
26	39	5860
26	38	3124
26	40	507
26	42	211
26	47	190
26	35	390
26	31	2871
26	43	478
26	37	1250
26	44	77
26	27	794
26	30	26
26	36	864
26	28	229
26	41	1431
26	33	419
26	45	140
26	46	142
26	48	921
26	49	104
26	50	437
27	28	256
27	32	122
27	40	545
27	42	229
27	46	799
27	41	1166
27	37	176
27	35	90
27	44	395
27	34	284
27	36	3165
27	29	7156
27	47	404
27	43	472
27	45	138
27	39	890
27	38	40
27	31	943
27	33	474
27	30	34
27	50	172
27	49	284
27	48	1693
28	32	263
28	29	136
28	37	48
28	31	111
28	34	46
28	30	6
28	45	14
28	35	254
28	42	125
28	36	322
28	40	573
28	44	131
28	41	184
28	38	6
28	43	198
28	47	416
28	33	304
28	46	19
28	39	74
28	48	532
28	49	118
28	50	194
29	31	14709
29	34	1692
29	41	3812
29	37	2330
29	36	16310
29	39	6877
29	42	1516
29	32	8183
29	38	887
29	46	12845
29	47	1964
29	43	3427
29	30	104
29	40	2078
29	33	4506
29	44	1688
29	45	2587
29	35	1110
29	50	2490
29	49	3891
29	48	15689
30	32	166
30	43	60
30	37	55
30	42	58
30	41	24
30	44	62
30	36	352
30	47	107
30	45	14
30	40	106
30	49	279
30	33	136
30	46	10
30	31	41
30	34	31
30	35	52
30	50	42
30	39	29
30	49	37
30	38	9
31	34	209
31	40	215
31	36	494
31	39	155
31	38	59
31	41	1464
31	46	225
31	37	1544
31	32	1835
31	45	117
31	35	214
31	44	126
31	42	135
31	47	214
31	33	424
31	43	143
31	49	103
31	50	165
31	48	620
32	35	849
32	34	453
32	43	391
32	44	110
32	39	278
32	41	178
32	36	574
32	42	236
32	33	815
32	37	237
32	48	2143
32	40	508
32	45	578
32	46	205
32	47	283
32	38	20
32	49	506
32	50	268
33	42	1843
33	47	3345
33	37	53
33	48	3740
33	41	470
33	40	3277
33	35	598
33	44	807
33	36	3545
33	46	2777
33	49	1503
33	45	2045
33	50	1661
33	39	880
33	43	925
33	34	224
33	38	68
34	38	12211
34	39	16276
34	40	1231
34	35	304
34	43	1916
34	42	790
34	47	507
34	36	2444
34	44	267
34	37	1282
34	45	310
34	41	3217
34	46	637
34	48	2475
34	50	735
34	49	384
35	40	1094
35	36	567
35	46	132
35	45	123
35	47	551
35	42	273
35	39	229
35	38	60
35	44	253
35	41	461
35	37	718
35	50	385
35	43	209
35	48	1894
35	49	471
36	41	3540
36	42	1373
36	47	1503
36	43	3092
36	40	1911
36	38	247
36	39	1862
36	37	2528
36	49	11655
36	44	1793
36	46	6436
36	45	2158
36	49	2935
36	50	621
37	41	794
37	39	258
37	38	145
37	44	137
37	40	256
37	46	138
37	45	61
37	43	103
37	49	87
37	42	132
37	47	147
37	50	59
37	48	623
38	39	5889
38	42	209
38	44	129
38	46	377
38	41	3306
38	43	148
38	50	90
38	47	133
38	40	152
38	48	639
38	49	136
38	45	65
39	44	310
39	41	1991
39	40	1099
39	42	862
39	47	695
39	45	215
39	43	1769
39	49	323
39	46	1154
39	48	2830
39	50	772
40	41	616
40	42	602
40	44	1148
40	43	496
40	45	1152
40	48	2917
40	49	430
40	47	823
40	50	870
40	46	896
41	43	5995
41	44	615
41	45	79
41	46	344
41	47	578
41	49	1253
41	49	269
41	42	263
41	50	215
42	46	1971
42	49	1683
42	44	363
42	45	1205
42	47	165
42	50	653
42	43	115
42	49	961
43	44	149
43	46	461
43	50	314
43	45	126
43	47	152
43	49	318
43	48	841
44	47	982
44	45	2033
44	50	684
44	49	836
44	49	1141
44	46	2496
45	47	116
45	48	489
45	50	406
45	46	7822
45	49	383
46	47	403
46	50	902
46	48	4073
46	49	2081
47	48	2309
47	50	659
47	49	806
48	49	4690
48	50	1118
49	50	760
